,ObservationDate,State,Country,Confirmed,Deaths,Recovered
45319,2020-06-18,Uttarakhand,India,2102.0,26.0,1386.0
45345,2020-06-18,West Bengal,India,12735.0,518.0,7001.0
45553,2020-06-19,Andaman and Nicobar Islands,India,45.0,0.0,35.0
45554,2020-06-19,Andhra Pradesh,India,7961.0,96.0,3917.0
45570,2020-06-19,Arunachal Pradesh,India,103.0,0.0,11.0
45571,2020-06-19,Assam,India,4904.0,9.0,3039.0
45593,2020-06-19,Bihar,India,7181.0,50.0,5098.0
45626,2020-06-19,Chandigarh,India,381.0,6.0,315.0
45633,2020-06-19,Chhattisgarh,India,2028.0,10.0,1331.0
45652,2020-06-19,Dadra and Nagar Haveli and Daman and Diu,India,62.0,0.0,14.0
45656,2020-06-19,Delhi,India,53116.0,2035.0,23569.0
45686,2020-06-19,Goa,India,725.0,0.0,118.0
45701,2020-06-19,Gujarat,India,26141.0,1618.0,18159.0
45706,2020-06-19,Haryana,India,9743.0,144.0,4889.0
45713,2020-06-19,Himachal Pradesh,India,619.0,8.0,388.0
45738,2020-06-19,Jammu and Kashmir,India,5680.0,75.0,3194.0
45741,2020-06-19,Jharkhand,India,1965.0,11.0,1332.0
45759,2020-06-19,Karnataka,India,8281.0,124.0,5210.0
45762,2020-06-19,Kerala,India,2912.0,21.0,1511.0
45787,2020-06-19,Ladakh,India,744.0,1.0,95.0
45803,2020-06-19,Madhya Pradesh,India,11582.0,495.0,8748.0
45809,2020-06-19,Maharashtra,India,124331.0,5893.0,62773.0
45811,2020-06-19,Manipur,India,681.0,0.0,218.0
45824,2020-06-19,Meghalaya,India,44.0,1.0,33.0
45838,2020-06-19,Mizoram,India,130.0,0.0,1.0
45850,2020-06-19,Nagaland,India,198.0,0.0,125.0
45891,2020-06-19,Odisha,India,4677.0,11.0,3297.0
45924,2020-06-19,Puducherry,India,286.0,7.0,118.0
45928,2020-06-19,Punjab,India,3832.0,92.0,2636.0
45938,2020-06-19,Rajasthan,India,14156.0,333.0,10997.0
45986,2020-06-19,Sikkim,India,70.0,0.0,5.0
46007,2020-06-19,Tamil Nadu,India,54449.0,666.0,30271.0
46011,2020-06-19,Telangana,India,6526.0,198.0,3353.0
46028,2020-06-19,Tripura,India,1178.0,1.0,657.0
46042,2020-06-19,Unknown,India,9265.0,0.0,0.0
46049,2020-06-19,Uttar Pradesh,India,15785.0,488.0,9638.0
46050,2020-06-19,Uttarakhand,India,2177.0,26.0,1433.0
46076,2020-06-19,West Bengal,India,13090.0,529.0,7303.0
46284,2020-06-20,Andaman and Nicobar Islands,India,47.0,0.0,36.0
46285,2020-06-20,Andhra Pradesh,India,8452.0,101.0,4111.0
46301,2020-06-20,Arunachal Pradesh,India,135.0,0.0,14.0
46302,2020-06-20,Assam,India,4904.0,9.0,3039.0
46324,2020-06-20,Bihar,India,7533.0,52.0,5529.0
46357,2020-06-20,Chandigarh,India,404.0,6.0,316.0
46364,2020-06-20,Chhattisgarh,India,2041.0,11.0,1394.0
46383,2020-06-20,Dadra and Nagar Haveli and Daman and Diu,India,68.0,0.0,26.0
46387,2020-06-20,Delhi,India,56746.0,2112.0,31294.0
46417,2020-06-20,Goa,India,754.0,0.0,129.0
46432,2020-06-20,Gujarat,India,26680.0,1638.0,18694.0
46437,2020-06-20,Haryana,India,10223.0,149.0,5128.0
46444,2020-06-20,Himachal Pradesh,India,656.0,8.0,413.0
46469,2020-06-20,Jammu and Kashmir,India,5834.0,81.0,3336.0
46472,2020-06-20,Jharkhand,India,1965.0,11.0,1335.0
46490,2020-06-20,Karnataka,India,8697.0,132.0,5391.0
46493,2020-06-20,Kerala,India,3039.0,21.0,1568.0
46518,2020-06-20,Ladakh,India,836.0,1.0,117.0
46534,2020-06-20,Madhya Pradesh,India,11724.0,501.0,8880.0
46540,2020-06-20,Maharashtra,India,128205.0,5984.0,64153.0
46542,2020-06-20,Manipur,India,777.0,0.0,232.0
46555,2020-06-20,Meghalaya,India,44.0,1.0,33.0
46569,2020-06-20,Mizoram,India,140.0,0.0,9.0
46581,2020-06-20,Nagaland,India,201.0,0.0,138.0
46622,2020-06-20,Odisha,India,4856.0,12.0,3534.0
46655,2020-06-20,Puducherry,India,286.0,7.0,118.0
46659,2020-06-20,Punjab,India,3952.0,98.0,2678.0
46669,2020-06-20,Rajasthan,India,14536.0,337.0,11274.0
46717,2020-06-20,Sikkim,India,70.0,0.0,25.0
46738,2020-06-20,Tamil Nadu,India,56845.0,704.0,31316.0
46742,2020-06-20,Telangana,India,7072.0,203.0,3506.0
46759,2020-06-20,Tripura,India,1186.0,1.0,680.0
46773,2020-06-20,Unknown,India,9127.0,0.0,0.0
46780,2020-06-20,Uttar Pradesh,India,16594.0,507.0,9995.0
46781,2020-06-20,Uttarakhand,India,2301.0,27.0,1450.0
46807,2020-06-20,West Bengal,India,13531.0,540.0,7865.0
47015,2020-06-21,Andaman and Nicobar Islands,India,48.0,0.0,37.0
47016,2020-06-21,Andhra Pradesh,India,8999.0,106.0,4331.0
47032,2020-06-21,Arunachal Pradesh,India,135.0,0.0,15.0
47033,2020-06-21,Assam,India,5388.0,9.0,3360.0
47055,2020-06-21,Bihar,India,7612.0,53.0,5580.0
47088,2020-06-21,Chandigarh,India,406.0,6.0,316.0
47095,2020-06-21,Chhattisgarh,India,2275.0,11.0,1447.0
47114,2020-06-21,Dadra and Nagar Haveli and Daman and Diu,India,88.0,0.0,26.0
47118,2020-06-21,Delhi,India,59746.0,2175.0,33013.0
47148,2020-06-21,Goa,India,754.0,0.0,129.0
47163,2020-06-21,Gujarat,India,27260.0,1663.0,19349.0
47168,2020-06-21,Haryana,India,10635.0,160.0,5557.0
47175,2020-06-21,Himachal Pradesh,India,673.0,8.0,425.0
47200,2020-06-21,Jammu and Kashmir,India,5956.0,82.0,3382.0
47203,2020-06-21,Jharkhand,India,2073.0,11.0,1406.0
47221,2020-06-21,Karnataka,India,9150.0,137.0,5618.0
47224,2020-06-21,Kerala,India,3172.0,21.0,1661.0
47249,2020-06-21,Ladakh,India,837.0,1.0,134.0
47265,2020-06-21,Madhya Pradesh,India,11903.0,515.0,9015.0
47271,2020-06-21,Maharashtra,India,132075.0,6170.0,65744.0
47273,2020-06-21,Manipur,India,841.0,0.0,250.0
47286,2020-06-21,Meghalaya,India,44.0,1.0,33.0
47300,2020-06-21,Mizoram,India,141.0,0.0,9.0
47312,2020-06-21,Nagaland,India,211.0,0.0,141.0
47353,2020-06-21,Odisha,India,5160.0,14.0,3720.0
47386,2020-06-21,Puducherry,India,366.0,8.0,140.0
47390,2020-06-21,Punjab,India,4074.0,99.0,2700.0
47400,2020-06-21,Rajasthan,India,14930.0,349.0,11597.0
47448,2020-06-21,Sikkim,India,78.0,0.0,25.0
47469,2020-06-21,Tamil Nadu,India,59377.0,757.0,32754.0
47473,2020-06-21,Telangana,India,7802.0,210.0,3731.0
47490,2020-06-21,Tripura,India,1221.0,1.0,759.0
47504,2020-06-21,Unknown,India,7832.0,0.0,0.0
47511,2020-06-21,Uttar Pradesh,India,17731.0,550.0,10995.0
47512,2020-06-21,Uttarakhand,India,2344.0,27.0,1500.0
47538,2020-06-21,West Bengal,India,13945.0,555.0,8297.0
47746,2020-06-22,Andaman and Nicobar Islands,India,48.0,0.0,37.0
47747,2020-06-22,Andhra Pradesh,India,9372.0,111.0,4495.0
47763,2020-06-22,Arunachal Pradesh,India,139.0,0.0,21.0
47764,2020-06-22,Assam,India,5586.0,9.0,3521.0
47786,2020-06-22,Bihar,India,7825.0,55.0,5781.0
47819,2020-06-22,Chandigarh,India,411.0,6.0,322.0
47826,2020-06-22,Chhattisgarh,India,2303.0,12.0,1513.0
47845,2020-06-22,Dadra and Nagar Haveli and Daman and Diu,India,91.0,0.0,27.0
47849,2020-06-22,Delhi,India,62655.0,2233.0,36602.0
47879,2020-06-22,Goa,India,864.0,1.0,152.0
47894,2020-06-22,Gujarat,India,27825.0,1684.0,19909.0
47899,2020-06-22,Haryana,India,11025.0,169.0,5916.0
47906,2020-06-22,Himachal Pradesh,India,727.0,8.0,437.0
47931,2020-06-22,Jammu and Kashmir,India,6088.0,85.0,3531.0
47934,2020-06-22,Jharkhand,India,2137.0,11.0,1469.0
47952,2020-06-22,Karnataka,India,9399.0,142.0,5730.0
47955,2020-06-22,Kerala,India,3310.0,21.0,1749.0
47980,2020-06-22,Ladakh,India,847.0,1.0,136.0
47996,2020-06-22,Madhya Pradesh,India,12078.0,521.0,9215.0
48002,2020-06-22,Maharashtra,India,135796.0,6283.0,67706.0
48004,2020-06-22,Manipur,India,898.0,0.0,250.0
48017,2020-06-22,Meghalaya,India,44.0,1.0,37.0
48031,2020-06-22,Mizoram,India,141.0,0.0,9.0
48043,2020-06-22,Nagaland,India,280.0,0.0,141.0
48084,2020-06-22,Odisha,India,5303.0,15.0,3863.0
48117,2020-06-22,Puducherry,India,383.0,8.0,149.0
48121,2020-06-22,Punjab,India,4235.0,101.0,2825.0
48131,2020-06-22,Rajasthan,India,15232.0,356.0,11910.0
48179,2020-06-22,Sikkim,India,78.0,0.0,29.0
48200,2020-06-22,Tamil Nadu,India,62087.0,794.0,34112.0
48204,2020-06-22,Telangana,India,8674.0,217.0,4005.0
48221,2020-06-22,Tripura,India,1237.0,1.0,782.0
48235,2020-06-22,Unknown,India,8015.0,0.0,0.0
48242,2020-06-22,Uttar Pradesh,India,18322.0,569.0,11601.0
48243,2020-06-22,Uttarakhand,India,2402.0,28.0,1521.0
48269,2020-06-22,West Bengal,India,14358.0,569.0,8687.0
48477,2020-06-23,Andaman and Nicobar Islands,India,50.0,0.0,40.0
48478,2020-06-23,Andhra Pradesh,India,10002.0,119.0,4599.0
48494,2020-06-23,Arunachal Pradesh,India,148.0,0.0,22.0
48495,2020-06-23,Assam,India,5831.0,9.0,3762.0
48517,2020-06-23,Bihar,India,8153.0,56.0,6104.0
48550,2020-06-23,Chandigarh,India,418.0,6.0,322.0
48557,2020-06-23,Chhattisgarh,India,2362.0,12.0,1553.0
48576,2020-06-23,Dadra and Nagar Haveli and Daman and Diu,India,120.0,0.0,29.0
48580,2020-06-23,Delhi,India,66602.0,2301.0,39313.0
48610,2020-06-23,Goa,India,909.0,1.0,205.0
48625,2020-06-23,Gujarat,India,28371.0,1710.0,20513.0
48630,2020-06-23,Haryana,India,11520.0,178.0,6498.0
48637,2020-06-23,Himachal Pradesh,India,775.0,8.0,443.0
48662,2020-06-23,Jammu and Kashmir,India,6236.0,87.0,3642.0
48665,2020-06-23,Jharkhand,India,2185.0,11.0,1520.0
48683,2020-06-23,Karnataka,India,9721.0,150.0,6004.0
48686,2020-06-23,Kerala,India,3451.0,22.0,1809.0
48711,2020-06-23,Ladakh,India,932.0,1.0,148.0
48727,2020-06-23,Madhya Pradesh,India,12261.0,525.0,9335.0
48733,2020-06-23,Maharashtra,India,139010.0,6531.0,69631.0
48735,2020-06-23,Manipur,India,921.0,0.0,258.0
48748,2020-06-23,Meghalaya,India,46.0,1.0,37.0
48762,2020-06-23,Mizoram,India,142.0,0.0,9.0
48774,2020-06-23,Nagaland,India,330.0,0.0,141.0
48815,2020-06-23,Odisha,India,5470.0,17.0,3988.0
48848,2020-06-23,Puducherry,India,402.0,9.0,165.0
48852,2020-06-23,Punjab,India,4397.0,105.0,3047.0
48862,2020-06-23,Rajasthan,India,15627.0,365.0,12213.0
48910,2020-06-23,Sikkim,India,79.0,0.0,29.0
48931,2020-06-23,Tamil Nadu,India,64603.0,833.0,35339.0
48935,2020-06-23,Telangana,India,9553.0,220.0,4224.0
48952,2020-06-23,Tripura,India,1259.0,1.0,807.0
48966,2020-06-23,Unknown,India,8141.0,0.0,0.0
48973,2020-06-23,Uttar Pradesh,India,18893.0,588.0,12116.0
48974,2020-06-23,Uttarakhand,India,2535.0,30.0,1602.0
49000,2020-06-23,West Bengal,India,14728.0,580.0,9218.0
49208,2020-06-24,Andaman and Nicobar Islands,India,56.0,0.0,43.0
49209,2020-06-24,Andhra Pradesh,India,10331.0,124.0,4779.0
49225,2020-06-24,Arunachal Pradesh,India,158.0,0.0,38.0
49226,2020-06-24,Assam,India,6198.0,9.0,3958.0
49248,2020-06-24,Bihar,India,8209.0,57.0,6113.0
49281,2020-06-24,Chandigarh,India,420.0,6.0,323.0
49288,2020-06-24,Chhattisgarh,India,2419.0,12.0,1627.0
49307,2020-06-24,Dadra and Nagar Haveli and Daman and Diu,India,120.0,0.0,30.0
49311,2020-06-24,Delhi,India,70390.0,2365.0,41437.0
49341,2020-06-24,Goa,India,951.0,2.0,289.0
49356,2020-06-24,Gujarat,India,28943.0,1735.0,21088.0
49361,2020-06-24,Haryana,India,12010.0,188.0,6925.0
49368,2020-06-24,Himachal Pradesh,India,806.0,8.0,466.0
49393,2020-06-24,Jammu and Kashmir,India,6422.0,88.0,3818.0
49396,2020-06-24,Jharkhand,India,2207.0,11.0,1570.0
49414,2020-06-24,Karnataka,India,10118.0,164.0,6151.0
49417,2020-06-24,Kerala,India,3603.0,22.0,1888.0
49442,2020-06-24,Ladakh,India,941.0,1.0,274.0
49458,2020-06-24,Madhya Pradesh,India,12448.0,534.0,9473.0
49464,2020-06-24,Maharashtra,India,142900.0,6739.0,73792.0
49466,2020-06-24,Manipur,India,970.0,0.0,328.0
49479,2020-06-24,Meghalaya,India,46.0,1.0,42.0
49493,2020-06-24,Mizoram,India,142.0,0.0,19.0
49505,2020-06-24,Nagaland,India,347.0,0.0,148.0
49546,2020-06-24,Odisha,India,5752.0,17.0,4123.0
49579,2020-06-24,Puducherry,India,461.0,9.0,176.0
49583,2020-06-24,Punjab,India,4627.0,113.0,3099.0
49593,2020-06-24,Rajasthan,India,16009.0,375.0,12611.0
49641,2020-06-24,Sikkim,India,84.0,0.0,39.0
49662,2020-06-24,Tamil Nadu,India,67468.0,866.0,37763.0
49666,2020-06-24,Telangana,India,10444.0,225.0,4361.0
49683,2020-06-24,Tripura,India,1259.0,1.0,897.0
49697,2020-06-24,Unknown,India,8493.0,0.0,0.0
49704,2020-06-24,Uttar Pradesh,India,19557.0,596.0,12586.0
49705,2020-06-24,Uttarakhand,India,2623.0,35.0,1721.0
49731,2020-06-24,West Bengal,India,15173.0,591.0,9702.0
49939,2020-06-25,Andaman and Nicobar Islands,India,59.0,0.0,43.0
49940,2020-06-25,Andhra Pradesh,India,10884.0,136.0,4988.0
49956,2020-06-25,Arunachal Pradesh,India,160.0,1.0,38.0
49957,2020-06-25,Assam,India,6321.0,9.0,4033.0
49979,2020-06-25,Bihar,India,8473.0,57.0,6441.0
50012,2020-06-25,Chandigarh,India,423.0,6.0,329.0
50019,2020-06-25,Chhattisgarh,India,2452.0,12.0,1755.0
50038,2020-06-25,Dadra and Nagar Haveli and Daman and Diu,India,155.0,0.0,32.0
50042,2020-06-25,Delhi,India,73780.0,2429.0,44765.0
50072,2020-06-25,Goa,India,995.0,2.0,335.0
50087,2020-06-25,Gujarat,India,29520.0,1753.0,21498.0
50092,2020-06-25,Haryana,India,12463.0,198.0,7380.0
50099,2020-06-25,Himachal Pradesh,India,839.0,9.0,477.0
50124,2020-06-25,Jammu and Kashmir,India,6549.0,90.0,3967.0
50127,2020-06-25,Jharkhand,India,2262.0,12.0,1605.0
50145,2020-06-25,Karnataka,India,10560.0,170.0,6670.0
50148,2020-06-25,Kerala,India,3726.0,22.0,1943.0
50173,2020-06-25,Ladakh,India,941.0,1.0,358.0
50189,2020-06-25,Madhya Pradesh,India,12596.0,542.0,9619.0
50195,2020-06-25,Maharashtra,India,147741.0,6931.0,77453.0
50197,2020-06-25,Manipur,India,1056.0,0.0,354.0
50210,2020-06-25,Meghalaya,India,46.0,1.0,42.0
50224,2020-06-25,Mizoram,India,145.0,0.0,30.0
50236,2020-06-25,Nagaland,India,355.0,0.0,160.0
50277,2020-06-25,Odisha,India,5962.0,17.0,4291.0
50310,2020-06-25,Puducherry,India,502.0,9.0,187.0
50314,2020-06-25,Punjab,India,4769.0,120.0,3192.0
50324,2020-06-25,Rajasthan,India,16296.0,379.0,12840.0
50372,2020-06-25,Sikkim,India,85.0,0.0,39.0
50393,2020-06-25,Tamil Nadu,India,70977.0,911.0,39999.0
50397,2020-06-25,Telangana,India,11364.0,230.0,4688.0
50414,2020-06-25,Tripura,India,1290.0,1.0,1019.0
50428,2020-06-25,Unknown,India,8123.0,0.0,0.0
50435,2020-06-25,Uttar Pradesh,India,20193.0,611.0,13119.0
50436,2020-06-25,Uttarakhand,India,2691.0,36.0,1758.0
50462,2020-06-25,West Bengal,India,15648.0,606.0,10190.0
50670,2020-06-26,Andaman and Nicobar Islands,India,72.0,0.0,43.0
50671,2020-06-26,Andhra Pradesh,India,11489.0,148.0,5196.0
50687,2020-06-26,Arunachal Pradesh,India,172.0,1.0,42.0
50688,2020-06-26,Assam,India,6607.0,9.0,4259.0
50710,2020-06-26,Bihar,India,8716.0,58.0,6762.0
50743,2020-06-26,Chandigarh,India,425.0,6.0,335.0
50750,2020-06-26,Chhattisgarh,India,2545.0,13.0,1914.0
50769,2020-06-26,Dadra and Nagar Haveli and Daman and Diu,India,163.0,0.0,41.0
50773,2020-06-26,Delhi,India,77240.0,2492.0,47091.0
50803,2020-06-26,Goa,India,1039.0,2.0,370.0
50818,2020-06-26,Gujarat,India,30095.0,1771.0,22030.0
50823,2020-06-26,Haryana,India,12884.0,211.0,8016.0
50830,2020-06-26,Himachal Pradesh,India,864.0,9.0,502.0
50855,2020-06-26,Jammu and Kashmir,India,6762.0,91.0,4080.0
50858,2020-06-26,Jharkhand,India,2290.0,12.0,1643.0
50876,2020-06-26,Karnataka,India,11005.0,180.0,6916.0
50879,2020-06-26,Kerala,India,3876.0,22.0,2008.0
50904,2020-06-26,Ladakh,India,946.0,1.0,358.0
50920,2020-06-26,Madhya Pradesh,India,12798.0,546.0,9804.0
50926,2020-06-26,Maharashtra,India,152765.0,7106.0,79815.0
50928,2020-06-26,Manipur,India,1075.0,0.0,393.0
50941,2020-06-26,Meghalaya,India,47.0,1.0,42.0
50955,2020-06-26,Mizoram,India,145.0,0.0,30.0
50967,2020-06-26,Nagaland,India,371.0,0.0,162.0
51008,2020-06-26,Odisha,India,6180.0,17.0,4422.0
51041,2020-06-26,Puducherry,India,502.0,9.0,187.0
51045,2020-06-26,Punjab,India,4957.0,122.0,3201.0
51055,2020-06-26,Rajasthan,India,16660.0,380.0,13062.0
51103,2020-06-26,Sikkim,India,86.0,0.0,39.0
51124,2020-06-26,Tamil Nadu,India,74622.0,957.0,41357.0
51128,2020-06-26,Telangana,India,12349.0,237.0,4766.0
51145,2020-06-26,Tripura,India,1325.0,1.0,1055.0
51159,2020-06-26,Unknown,India,8023.0,0.0,0.0
51166,2020-06-26,Uttar Pradesh,India,20943.0,630.0,13583.0
51167,2020-06-26,Uttarakhand,India,2725.0,37.0,1822.0
51193,2020-06-26,West Bengal,India,16190.0,616.0,10535.0
51401,2020-06-27,Andaman and Nicobar Islands,India,72.0,0.0,43.0
51402,2020-06-27,Andhra Pradesh,India,12285.0,157.0,5480.0
51418,2020-06-27,Arunachal Pradesh,India,177.0,1.0,54.0
51419,2020-06-27,Assam,India,6816.0,9.0,4500.0
51441,2020-06-27,Bihar,India,8931.0,59.0,6843.0
51474,2020-06-27,Chandigarh,India,428.0,6.0,335.0
51481,2020-06-27,Chhattisgarh,India,2545.0,13.0,1914.0
51500,2020-06-27,Dadra and Nagar Haveli and Daman and Diu,India,177.0,0.0,55.0
51504,2020-06-27,Delhi,India,80188.0,2558.0,49301.0
51534,2020-06-27,Goa,India,1128.0,2.0,420.0
51549,2020-06-27,Gujarat,India,30709.0,1789.0,22409.0
51554,2020-06-27,Haryana,India,13427.0,218.0,8472.0
51561,2020-06-27,Himachal Pradesh,India,894.0,9.0,509.0
51586,2020-06-27,Jammu and Kashmir,India,6966.0,93.0,4225.0
51589,2020-06-27,Jharkhand,India,2339.0,12.0,1724.0
51607,2020-06-27,Karnataka,India,11923.0,191.0,7287.0
51610,2020-06-27,Kerala,India,4071.0,22.0,2110.0
51635,2020-06-27,Ladakh,India,960.0,1.0,554.0
51651,2020-06-27,Madhya Pradesh,India,12965.0,550.0,9971.0
51657,2020-06-27,Maharashtra,India,159133.0,7273.0,84245.0
51659,2020-06-27,Manipur,India,1092.0,0.0,432.0
51672,2020-06-27,Meghalaya,India,47.0,1.0,42.0
51686,2020-06-27,Mizoram,India,148.0,0.0,55.0
51698,2020-06-27,Nagaland,India,387.0,0.0,164.0
51739,2020-06-27,Odisha,India,6350.0,18.0,4606.0
51772,2020-06-27,Puducherry,India,619.0,10.0,221.0
51776,2020-06-27,Punjab,India,5056.0,128.0,3320.0
51786,2020-06-27,Rajasthan,India,16944.0,391.0,13367.0
51834,2020-06-27,Sikkim,India,87.0,0.0,46.0
51855,2020-06-27,Tamil Nadu,India,78335.0,1025.0,44094.0
51859,2020-06-27,Telangana,India,13436.0,243.0,4928.0
51876,2020-06-27,Tripura,India,1334.0,1.0,1071.0
51890,2020-06-27,Unknown,India,7839.0,0.0,0.0
51897,2020-06-27,Uttar Pradesh,India,21549.0,649.0,14215.0
51898,2020-06-27,Uttarakhand,India,2791.0,37.0,1912.0
51924,2020-06-27,West Bengal,India,16711.0,629.0,10789.0
52132,2020-06-28,Andaman and Nicobar Islands,India,76.0,0.0,45.0
52133,2020-06-28,Andhra Pradesh,India,13241.0,169.0,5908.0
52149,2020-06-28,Arunachal Pradesh,India,182.0,1.0,60.0
52150,2020-06-28,Assam,India,7206.0,10.0,5088.0
52172,2020-06-28,Bihar,India,9212.0,60.0,7118.0
52205,2020-06-28,Chandigarh,India,429.0,6.0,336.0
52212,2020-06-28,Chhattisgarh,India,2662.0,13.0,2091.0
52231,2020-06-28,Dadra and Nagar Haveli and Daman and Diu,India,178.0,0.0,60.0
52235,2020-06-28,Delhi,India,83077.0,2623.0,52607.0
52265,2020-06-28,Goa,India,1198.0,3.0,478.0
52280,2020-06-28,Gujarat,India,31320.0,1808.0,22800.0
52285,2020-06-28,Haryana,India,13829.0,223.0,8917.0
52292,2020-06-28,Himachal Pradesh,India,916.0,9.0,529.0
52317,2020-06-28,Jammu and Kashmir,India,7093.0,94.0,4316.0
52320,2020-06-28,Jharkhand,India,2364.0,12.0,1793.0
52338,2020-06-28,Karnataka,India,13190.0,207.0,7507.0
52341,2020-06-28,Kerala,India,4189.0,22.0,2152.0
52366,2020-06-28,Ladakh,India,963.0,1.0,586.0
52382,2020-06-28,Madhya Pradesh,India,13186.0,557.0,10084.0
52388,2020-06-28,Maharashtra,India,164626.0,7429.0,86575.0
52390,2020-06-28,Manipur,India,1185.0,0.0,455.0
52403,2020-06-28,Meghalaya,India,47.0,1.0,42.0
52417,2020-06-28,Mizoram,India,148.0,0.0,55.0
52429,2020-06-28,Nagaland,India,415.0,0.0,164.0
52470,2020-06-28,Odisha,India,6614.0,21.0,4743.0
52503,2020-06-28,Puducherry,India,619.0,10.0,221.0
52507,2020-06-28,Punjab,India,5216.0,133.0,3526.0
52517,2020-06-28,Rajasthan,India,17271.0,399.0,13611.0
52565,2020-06-28,Sikkim,India,88.0,0.0,49.0
52586,2020-06-28,Tamil Nadu,India,82275.0,1079.0,45537.0
52590,2020-06-28,Telangana,India,14419.0,247.0,5172.0
52607,2020-06-28,Tripura,India,1346.0,1.0,1079.0
52621,2020-06-28,Unknown,India,7285.0,0.0,0.0
52628,2020-06-28,Uttar Pradesh,India,22147.0,660.0,14808.0
52629,2020-06-28,Uttarakhand,India,2823.0,38.0,2018.0
52655,2020-06-28,West Bengal,India,17283.0,639.0,11193.0
52863,2020-06-29,Andaman and Nicobar Islands,India,90.0,0.0,46.0
52864,2020-06-29,Andhra Pradesh,India,13891.0,180.0,6232.0
52880,2020-06-29,Arunachal Pradesh,India,187.0,1.0,61.0
52881,2020-06-29,Assam,India,7752.0,11.0,5333.0
52903,2020-06-29,Bihar,India,9640.0,62.0,7390.0
52936,2020-06-29,Chandigarh,India,435.0,6.0,349.0
52943,2020-06-29,Chhattisgarh,India,2761.0,13.0,2173.0
52962,2020-06-29,Dadra and Nagar Haveli and Daman and Diu,India,203.0,0.0,77.0
52966,2020-06-29,Delhi,India,85161.0,2680.0,56235.0
52996,2020-06-29,Goa,India,1198.0,3.0,478.0
53011,2020-06-29,Gujarat,India,31938.0,1827.0,23240.0
53016,2020-06-29,Haryana,India,14210.0,232.0,9502.0
53023,2020-06-29,Himachal Pradesh,India,942.0,9.0,556.0
53048,2020-06-29,Jammu and Kashmir,India,7237.0,95.0,4585.0
53051,2020-06-29,Jharkhand,India,2426.0,15.0,1845.0
53069,2020-06-29,Karnataka,India,14295.0,226.0,7683.0
53072,2020-06-29,Kerala,India,4189.0,22.0,2152.0
53097,2020-06-29,Ladakh,India,964.0,1.0,616.0
53113,2020-06-29,Madhya Pradesh,India,13370.0,564.0,10199.0
53119,2020-06-29,Maharashtra,India,169883.0,7610.0,88960.0
53121,2020-06-29,Manipur,India,1227.0,0.0,494.0
53134,2020-06-29,Meghalaya,India,47.0,1.0,42.0
53148,2020-06-29,Mizoram,India,148.0,0.0,55.0
53160,2020-06-29,Nagaland,India,434.0,0.0,168.0
53201,2020-06-29,Odisha,India,6859.0,23.0,4946.0
53234,2020-06-29,Puducherry,India,619.0,10.0,221.0
53238,2020-06-29,Punjab,India,5418.0,138.0,3764.0
53248,2020-06-29,Rajasthan,India,17660.0,405.0,13618.0
53296,2020-06-29,Sikkim,India,88.0,0.0,50.0
53317,2020-06-29,Tamil Nadu,India,86224.0,1141.0,47749.0
53321,2020-06-29,Telangana,India,15394.0,253.0,5582.0
53338,2020-06-29,Tripura,India,1380.0,1.0,1085.0
53352,2020-06-29,Unknown,India,7004.0,0.0,0.0
53359,2020-06-29,Uttar Pradesh,India,22828.0,672.0,15506.0
53360,2020-06-29,Uttarakhand,India,2831.0,39.0,2111.0
53386,2020-06-29,West Bengal,India,17907.0,653.0,11719.0
53594,2020-06-30,Andaman and Nicobar Islands,India,97.0,0.0,50.0
53595,2020-06-30,Andhra Pradesh,India,14595.0,187.0,6511.0
53611,2020-06-30,Arunachal Pradesh,India,191.0,1.0,62.0
53612,2020-06-30,Assam,India,8227.0,12.0,5647.0
53634,2020-06-30,Bihar,India,10043.0,67.0,7687.0
53667,2020-06-30,Chandigarh,India,440.0,6.0,364.0
53674,2020-06-30,Chhattisgarh,India,2860.0,13.0,2250.0
53693,2020-06-30,Dadra and Nagar Haveli and Daman and Diu,India,213.0,0.0,82.0
53697,2020-06-30,Delhi,India,87360.0,2742.0,58348.0
53727,2020-06-30,Goa,India,1315.0,3.0,596.0
53742,2020-06-30,Gujarat,India,32557.0,1846.0,23662.0
53747,2020-06-30,Haryana,India,14548.0,236.0,9972.0
53754,2020-06-30,Himachal Pradesh,India,953.0,10.0,580.0
53779,2020-06-30,Jammu and Kashmir,India,7497.0,101.0,4722.0
53782,2020-06-30,Jharkhand,India,2490.0,15.0,1884.0
53800,2020-06-30,Karnataka,India,15242.0,246.0,7918.0
53803,2020-06-30,Kerala,India,4442.0,24.0,2306.0
53828,2020-06-30,Ladakh,India,973.0,1.0,648.0
53844,2020-06-30,Madhya Pradesh,India,13593.0,572.0,10395.0
53850,2020-06-30,Maharashtra,India,174761.0,7855.0,90911.0
53852,2020-06-30,Manipur,India,1234.0,0.0,553.0
53865,2020-06-30,Meghalaya,India,52.0,1.0,42.0
53879,2020-06-30,Mizoram,India,160.0,0.0,122.0
53891,2020-06-30,Nagaland,India,459.0,0.0,168.0
53932,2020-06-30,Odisha,India,7065.0,25.0,5189.0
53965,2020-06-30,Puducherry,India,714.0,12.0,272.0
53969,2020-06-30,Punjab,India,5568.0,144.0,3867.0
53979,2020-06-30,Rajasthan,India,18014.0,413.0,14220.0
54027,2020-06-30,Sikkim,India,89.0,0.0,52.0
